дата,ряд,показатель,значение,единица,источник_файл,флаг
2013-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,32.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Export | Total,939.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,785.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,154.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Export | Total,726.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,627.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,99.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Export | Total,634.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,629.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,5.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Export | Energie electrica,0.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Export | Total,1403.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Export | Carbune,1.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,1401.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,1.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Export | Energie electrica,0.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Export | Total,1161.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,1161.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Export | Energie electrica,0.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Export | Total,413.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,412.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,1.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Export | Energie electrica,0.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Export | Total,880.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,826.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,54.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Export | Energie electrica,0.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Export | Total,350.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,291.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,59.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Export | Total,8188.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,7747.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,101.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Export | Energie electrica,340.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Export | Total,4281.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,2834.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,222.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Export | Energie electrica,1225.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Export | Total,2181.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Export | Produse petroliere,415.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Export | Biocombustibili si deseuri,160.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Export | Energie electrica,1606.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,2117.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,158.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,62.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,1494.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,403.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,-592.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,-229.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,-25.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,-468.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,130.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,414.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,109.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,-1.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,460.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,-154.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,-175.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,-184.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,66.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,-23.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,-34.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,524.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,297.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,-44.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,617.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,-346.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,-59.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,174.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,48.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,-602.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,321.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,-75.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,621.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,-58.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,-702.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,64.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,236.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,625.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,-52.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,-315.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,-22.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,453.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,242.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,97.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,7.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,107.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,-1.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,-449.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,-53.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,283.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,218.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,-732.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,-98.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,163.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,-452.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,-345.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,-2472.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,712.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,-79.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,1219.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,-4324.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,-918.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,-531.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,-2876.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,419.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,2070.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,2115.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,31.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,2615.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,-656.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,123.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Total,-396.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Carbune,103.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Gaz natural,18.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Produse petroliere,-342.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Variatia stocurilor | Biocombustibili si deseuri,-175.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Total,110336.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Carbune,4866.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Gaz natural,40283.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Produse petroliere,32558.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Biocombustibili si deseuri,21427.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Energie electrica,11202.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Total,112296.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Carbune,5023.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Gaz natural,38988.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Produse petroliere,34079.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Biocombustibili si deseuri,22610.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Energie electrica,11596.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Total,110127.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Carbune,4854.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Gaz natural,37094.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Produse petroliere,32148.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Biocombustibili si deseuri,24107.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Energie electrica,11924.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Total,110853.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Carbune,6302.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,CONSUMUL INTERN BRUT | Gaz natural,34991.0,ТДж,ENE020300_20260809-014024.xlsx,
