дата,ряд,показатель,значение,единица,источник_файл,флаг
2016-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,2570670.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,2570670.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1250.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-07-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,5346290.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-07-01,Comtrade импорт газа 271121 (месячный),World | количество,2289430.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-07-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,2289430.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-07-01,Comtrade импорт газа 271121 (месячный),World | энергия,1110.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,5346290.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,2289430.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,2289430.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1110.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-08-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,4299055.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-08-01,Comtrade импорт газа 271121 (месячный),World | количество,2198532.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-08-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,2198532.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-08-01,Comtrade импорт газа 271121 (месячный),World | энергия,887.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,4173149.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,1777230.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,1777230.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,866.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-09-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,5732734.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-09-01,Comtrade импорт газа 271121 (месячный),World | количество,2437850.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-09-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,2437850.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-09-01,Comtrade импорт газа 271121 (месячный),World | энергия,1190.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,5732734.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,2437850.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,2437850.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1190.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-10-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,15720929.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-10-01,Comtrade импорт газа 271121 (месячный),World | количество,6417620.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-10-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,6417620.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-10-01,Comtrade импорт газа 271121 (месячный),World | энергия,3132.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,15720929.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,6417620.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,6417620.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,3132.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-11-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,23102970.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-11-01,Comtrade импорт газа 271121 (месячный),World | количество,9389200.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-11-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,9389200.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-11-01,Comtrade импорт газа 271121 (месячный),World | энергия,4603.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,23102970.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,9389200.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,9389200.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,4603.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-12-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,30002082.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-12-01,Comtrade импорт газа 271121 (месячный),World | количество,1224560.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-12-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,1224560.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-12-01,Comtrade импорт газа 271121 (месячный),World | энергия,5977.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,30002082.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,1224560.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,1224560.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,5977.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
