дата,ряд,показатель,значение,единица,источник_файл,флаг
2015-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),561.5,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2015-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),175.4,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2016-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",595.0,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2016-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),586.4,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2016-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),185.7,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2017-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",605.8,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2017-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),597.5,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2017-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),190.7,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2018-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",635.4,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2018-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),627.3,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2018-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),199.1,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2019-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",616.4,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2019-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),608.6,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2019-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),183.6,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2020-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",590.8,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2020-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),582.9,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2020-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),180.8,млн м³,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 4.4.7, стр. PDF 80"
2001-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),44.7,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2001-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),149.7,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2001-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),390.2,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2001-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),529.2,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2005-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),47.2,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2005-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),173.2,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2005-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),579.7,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2005-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),855.6,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2010-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),183.7,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2010-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),567.3,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2010-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),584.9,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2010-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),1294.6,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
